name_linkedin,title,company,person_location,linkedin_url,source_linkedin,full_name_normalized,name_pubmed,paper_title,publication_year,source_pubmed,company_industry,company_size,company_hq_location,company_website,company_enriched,funding_stage,last_funding_year,is_funded,person_country,company_hq_country,location_type,location_enriched,business_email,phone_number,email_domain,contact_enriched
,,,,,,shiyi zeng,Shiyi Zeng,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,shu-chen liao,Shu-Chen Liao,Pararectus vs. lateral window approach in AO B2.2 pelvic fractures: impact on short-term functional outcomes.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,shuaibo shao,Shuaibo Shao,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,shunsuke koga,Shunsuke Koga,Accuracy of Foundation Artificial Intelligence Models for Hepatic Macrovesicular Steatosis Quantification in Frozen Sections.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,si chen,Si Chen,Salidroside alleviates early-stage MASH through the PPARγ-mediated inflammatory signaling pathway.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,si pan,Si Pan,Drp1 Interaction with BIP Maintains Mitochondrial Dynamic Equilibrium to Promote Anoikis Resistance and Metastasis in Nasopharyngeal Carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,siham el khalifi-boulisfane,Siham El Khalifi-Boulisfane,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sijia zhang,Sijia Zhang,Salidroside alleviates early-stage MASH through the PPARγ-mediated inflammatory signaling pathway.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sijie tang,Sijie Tang,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,silvana pannain,Silvana Pannain,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sitong qian,Sitong Qian,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,siyao he,Siyao He,Prediabetes remission and cardiovascular morbidity and mortality: post-hoc analyses from the Diabetes Prevention Program Outcome study and the DaQing Diabetes Prevention Outcome study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sneha dutta,Sneha Dutta,Arsenic-induced oxidative damages and toxicity in young goats: potential mitigation with vitamin E and phytogenic feed additives.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sofya kuznetsova,Sofya Kuznetsova,Mycobacteriophage Yasnaya_Polyana and its engineered lytic derivative: specificity of regulatory motifs and lytic potential.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,soheila jafari khouzani,Soheila Jafari Khouzani,Enhancing drug repositioning: A multi-class ensemble model for drug-target interaction prediction with action type categorization.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,solvejg wastvedt,Solvejg Wastvedt,Counterfactual fairness for small subgroups.,2024.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,somaiah aroori,Somaiah Aroori,The Concept of Anatomical Analogy Between the Liver and the Pancreas.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sonal kumar,Sonal Kumar,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,songran liu,Songran Liu,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,songsong bao,Songsong Bao,The ameliorative effects of fermented Chinese herbal medicine on growth inhibition and liver damage induced by manganese exposure in largemouth bass (Micropterus salmoides).,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sonja a gennuso,Sonja A Gennuso,Efficacy and Emerging Role of Suprascapular Nerve Block for Pain Management after Shoulder Surgeries.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,soroush sardari,Soroush Sardari,Enhancing drug repositioning: A multi-class ensemble model for drug-target interaction prediction with action type categorization.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sruthi panniyan kandyil,Sruthi Panniyan Kandyil,Protective effect of antioxidant triterpenes of ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,stefan r bornstein,Stefan R Bornstein,Prediabetes remission and cardiovascular morbidity and mortality: post-hoc analyses from the Diabetes Prevention Program Outcome study and the DaQing Diabetes Prevention Outcome study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,stefano volpi,Stefano Volpi,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,steffy dennis,Steffy Dennis,Protective effect of antioxidant triterpenes of ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,stephanie michelin santana pereira,Stephanie Michelin Santana Pereira,Impact of anthocyanin-rich fruits on the modulation of inflammation and oxidative stress in the gut-liver axis: a systematic review of ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,stephen coleman,Stephen Coleman,Semi-supervised Bayesian integration of multiple spatial proteomics datasets.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,suporn chuncharunee,Suporn Chuncharunee,"Hematologic Malignancies Among Adults in Southeast Asia: Incidence, Mortality, and Regional Contexts.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,surabhi shukla,Surabhi Shukla,Isoform-specific vs. pan-histone deacetylase inhibition as approaches for countering glioblastoma: an ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,susanna a sechi,Susanna A Sechi,Detection of Echinococcus granulosus sensu lato microRNAs in cystic echinococcosis patients: An exploratory study using quantitative PCR and digital PCR.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,susanne schweizer,Susanne Schweizer,A single session online training reduces intolerance of uncertainty and improves mental health in emerging adults.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sushil kumar yadav,Sushil Kumar Yadav,Arsenic-induced oxidative damages and toxicity in young goats: potential mitigation with vitamin E and phytogenic feed additives.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,suzanne laberge,Suzanne Laberge,Implemented to last? Schools' strategies for promoting the sustainability of the '60 minutes a day of physical activity' initiative in Quebec primary schools.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,svetlana karamycheva,Svetlana Karamycheva,Spatial-temporal genome analysis and its application for the prediction of functional systems in bacteria and archaea.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sylvain breton,Sylvain Breton,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sylvain gautier,Sylvain Gautier,Challenges and prospects for research into health promotion in schools and the fight against cancers.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,sébastien de almeida,Sébastien De Almeida,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,takashi matsumoto,Takashi Matsumoto,Iron and bile acids synergize to exacerbate congenital cholestatic liver injury via ferroptosis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,tao chen,Tao Chen,An α-specific PI3K inhibitor improves chemotherapy efficacy by inhibiting hepatic stellate cell activation in liver cancer.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,tao wang,Tao Wang,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,tapas kumar dutta,Tapas Kumar Dutta,Arsenic-induced oxidative damages and toxicity in young goats: potential mitigation with vitamin E and phytogenic feed additives.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,taskin sabit,Taskin Sabit,Hepatic Manifestations in Systemic Juvenile Idiopathic Arthritis and Macrophage Activation Syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,taylor purzycki,Taylor Purzycki,Extracorporeal management of severe methotrexate toxicity and acute kidney injury in the absence of glucarpidase.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,tej a patel,Tej A Patel,"Hematologic Malignancies Among Adults in Southeast Asia: Incidence, Mortality, and Regional Contexts.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,teresa clavaguera poch,Teresa Clavaguera Poch,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,teresa gluth,Teresa Gluth,Persistent Impact of In Utero Nanoparticle Exposure on Metabolic and Endocrine Outcomes in Adult Rats Fed a High-Fat Diet.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,thanh-tung ho,Thanh-Tung Ho,"The Effects of Lead, Cadmium and Arsenic Exposure Alone or in Combination on Neurotoxicity Through Neural Signaling Pathways.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,theodore jr dacosta,Theodore Jr Dacosta,Safety and Outcomes of Endoscopic and Radiologic Guided Placement of Percutaneous Gastrostomy Tube: A US Collaborative Network Study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,thierry jo molina,Thierry Jo Molina,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,thomas h l jensen,Thomas H L Jensen,The Global Airways in Practice: Long-term Effects of Mepolizumab With or Without FESS on Type 2 Inflammation in Patients With CRSwNP.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,tian xia,Tian Xia,Drp1 Interaction with BIP Maintains Mitochondrial Dynamic Equilibrium to Promote Anoikis Resistance and Metastasis in Nasopharyngeal Carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,tina griffin,Tina Griffin,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,ting zhou,Ting Zhou,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,tingting fu,Tingting Fu,STICformer: spatio-temporal intrinsic connections transformer for traffic flow prediction.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,tingting yang,Tingting Yang,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,tommaso manciulli,Tommaso Manciulli,Detection of Echinococcus granulosus sensu lato microRNAs in cystic echinococcosis patients: An exploratory study using quantitative PCR and digital PCR.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,tong zhou,Tong Zhou,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,torbjørn v ness,Torbjørn V Ness,Predicting neural responses to intra- and extra-cranial electric brain stimulation by means of the reciprocity theorem.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,toshiaki shibata,Toshiaki Shibata,Hemostasis and life-saving by arterial embolization for a rupture of hepatic metastasis from choriocarcinoma after initiation of EMA/CO therapy: a case report and literature review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,toshiro moroishi,Toshiro Moroishi,Iron and bile acids synergize to exacerbate congenital cholestatic liver injury via ferroptosis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,toshiya itoh,Toshiya Itoh,Hemostasis and life-saving by arterial embolization for a rupture of hepatic metastasis from choriocarcinoma after initiation of EMA/CO therapy: a case report and literature review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,travis goldsmith,Travis Goldsmith,Persistent Impact of In Utero Nanoparticle Exposure on Metabolic and Endocrine Outcomes in Adult Rats Fed a High-Fat Diet.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,trenton m white,Trenton M White,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,ulrike held,Ulrike Held,"Serial cerebral magnetic resonance imaging before and after birth in patients with complex congenital heart disease - a prospective, multicentre observational study.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,umer nadir,Umer Nadir,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,urvish jain,Urvish Jain,"Hematologic Malignancies Among Adults in Southeast Asia: Incidence, Mortality, and Regional Contexts.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,v menoury,V Menoury,Replacing hexane with 2-methyloxolane for defatting soybean meal fed to dairy cows: Effects on ruminal and milk fatty acid profiles and health indicators.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,vaclav koucky,Vaclav Koucky,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,vanja dakic,Vanja Dakic,Optimizing photopollution assessment: Insights from a reconstructed human epidermis model.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,varsha allampalli,Varsha Allampalli,Efficacy of Combined Suprascapular Block and Axillary Nerve Block for Post-Operative Pain Management in Shoulder Arthroplasty: A Narrative Review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,vasileios k mavroeidis,Vasileios K Mavroeidis,The Concept of Anatomical Analogy Between the Liver and the Pancreas.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,verena rathke,Verena Rathke,"Serial cerebral magnetic resonance imaging before and after birth in patients with complex congenital heart disease - a prospective, multicentre observational study.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,verónica lira-ruan,Verónica Lira-Ruan,,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,vibeke backer,Vibeke Backer,The Global Airways in Practice: Long-term Effects of Mepolizumab With or Without FESS on Type 2 Inflammation in Patients With CRSwNP.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,victor ho-fun lee,Victor Ho-Fun Lee,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,victoria nist,Victoria Nist,Persistent Impact of In Utero Nanoparticle Exposure on Metabolic and Endocrine Outcomes in Adult Rats Fed a High-Fat Diet.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,victoria san antonio-arce,Victoria San Antonio-Arce,Methodologies for developing and applying consensus-based recommendations in epilepsy care: A narrative review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,victoria shi,Victoria Shi,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,vincent bondet,Vincent Bondet,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,vinícius parzanini brilhante de são josé,Vinícius Parzanini Brilhante de São José,Impact of anthocyanin-rich fruits on the modulation of inflammation and oxidative stress in the gut-liver axis: a systematic review of ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,véronique gosselin,Véronique Gosselin,Implemented to last? Schools' strategies for promoting the sustainability of the '60 minutes a day of physical activity' initiative in Quebec primary schools.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,wai tong ng,Wai Tong Ng,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,walter knirsch,Walter Knirsch,"Serial cerebral magnetic resonance imaging before and after birth in patients with complex congenital heart disease - a prospective, multicentre observational study.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,wei dai,Wei Dai,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,wei xu,Wei Xu,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,wei zhang,Wei Zhang,,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,weijian yang,Weijian Yang,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,weikang yan,Weikang Yan,An α-specific PI3K inhibitor improves chemotherapy efficacy by inhibiting hepatic stellate cell activation in liver cancer.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,weiwei zhuang,Weiwei Zhuang,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,wen guang zhao,Wen Guang Zhao,Primary Pulmonary Osteosarcoma Presenting as a 1.7-cm Subpleural Nodule in a 61-Year-Old Man: A Case Report.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,wenhui chen,Wenhui Chen,Drp1 Interaction with BIP Maintains Mitochondrial Dynamic Equilibrium to Promote Anoikis Resistance and Metastasis in Nasopharyngeal Carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,wenjing zhu,Wenjing Zhu,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,wenqing bo,Wenqing Bo,,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,wenxuan zhong,Wenxuan Zhong,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,william g newman,William G Newman,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xia zhan,Xia Zhan,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xia zhu,Xia Zhu,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiangshuai gu,Xiangshuai Gu,Intratumoral microbiome: a crucial regulating factor in development and progression of colorectal cancer.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiao-xi wang,Xiao-Xi Wang,Efficacy and Safety of Different Types of Traditional Chinese Medicine Preparations Combined with EGFR-TKIs for Patients with Non-Small Cell Lung Cancer: A Network Meta-analysis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiao-xue chen,Xiao-Xue Chen,Divergent synthesis of Haplomitrium diterpenoids via a late-stage biomimetic skeletal reorganization approach.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaodong wang,Xiaodong Wang,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaofei yang,Xiaofei Yang,The ameliorative effects of fermented Chinese herbal medicine on growth inhibition and liver damage induced by manganese exposure in largemouth bass (Micropterus salmoides).,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaohong yuan,Xiaohong Yuan,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaoju zhang,Xiaoju Zhang,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaolin zhong,Xiaolin Zhong,Insulin-like growth factor 2 alleviates metabolic inflammation and associated cognitive impairment in diet-induced obesity mice.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaopeng li,Xiaopeng Li,Circadian disruption aggravates non-alcoholic fatty liver disease by activating RIPK1-RIPK3-MLKL axis in mice.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaotong cai,Xiaotong Cai,The application of RPA-PfAgo technology combined with multidimensional data analysis in the rapid detection of the MTHFR A1298C polymorphism.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaowen liang,Xiaowen Liang,An α-specific PI3K inhibitor improves chemotherapy efficacy by inhibiting hepatic stellate cell activation in liver cancer.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaoxuan chen,Xiaoxuan Chen,,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaoying zhang,Xiaoying Zhang,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaoyu cheng,Xiaoyu Cheng,Circadian disruption aggravates non-alcoholic fatty liver disease by activating RIPK1-RIPK3-MLKL axis in mice.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xiaoyun ma,Xiaoyun Ma,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xin qian,Xin Qian,Prediabetes remission and cardiovascular morbidity and mortality: post-hoc analyses from the Diabetes Prevention Program Outcome study and the DaQing Diabetes Prevention Outcome study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xin yang,Xin Yang,Primary Pulmonary Osteosarcoma Presenting as a 1.7-cm Subpleural Nodule in a 61-Year-Old Man: A Case Report.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,xinghan liu,Xinghan Liu,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
